id,title,artist,album_idkj,duration,track_number,audio_url,created_at,image_url,song_id,genre,isTop,song_lyrics,processed,play_count,tempo,chroma,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_flatness,zero_crossing_rate,rms,mfcc,artist_id,plays,album_id,language,release_year,energy,valence,danceability,acousticness,instrumentalness,lyrics_in_eng,file_identifier,image_identifier,updated_at,lyrics_in_english
0e81651d-c3f2-4bf1-860b-48bf50a827d3,Astronaut In The Ocean,Masked Wolf,27cdf5a8-8981-4df6-b6b8-88e13ad806ba,,,https://yaysfbsmvtyqpbfhxstj.supabase.co/storage/v1/object/public/songs/Astronaut_In_The_Ocean.mp3?,2025-03-19 17:31:49.96255+00,https://yaysfbsmvtyqpbfhxstj.supabase.co/storage/v1/object/public/images/Astronaut_In_The_Ocean.jpg?,f3b75ef3-6d0b-4109-a543-48f670cbc9fd,hip-hop,,,false,,151.9990809,"[0.3690648078918457,0.46450650691986084,0.46397730708122253,0.43760278820991516,0.5658585429191589,0.5436466336250305,0.6147155165672302,0.621799111366272,0.4795301854610443,0.4302341341972351,0.4018361270427704,0.37619748711586]",2351.694617,2674.533502,"[22.999896666116552,16.40703077478061,18.678927377117976,17.418612993986944,18.243882267942965,17.743723015407454,47.36649332817687]",0.014550861,0.059700578,0.330438197,"[-74.97241973876953,84.07772827148438,23.913803100585938,25.363861083984375,13.628422737121582,11.867231369018555,2.2592411041259766,8.675402641296387,-5.742467403411865,4.14892578125,3.666565418243408,5.701681137084961,-0.45974329113960266,5.4250688552856445,2.8923513889312744,5.092874050140381,-3.803950548171997,3.763681173324585,2.8221709728240967,2.72847056388855]",,0,746037e8-0c1a-4da2-bf19-1a01673adb78,,2021,0.8,0.6,0.75,0.1,0.01,,,,,
10350cfe-a36e-4f56-bfb6-907d8fb88535,Faith,The Weekend,d5ae8b55-828e-4f4d-beec-d4db56eb19fd,13500,1,https://yaysfbsmvtyqpbfhxstj.supabase.co/storage/v1/object/public/songs/Faith.mp3,2024-12-01 18:09:12.483583+00,,e105c44a-8630-4ea3-abab-5f756e8be8bd,r&b,,,false,,89.10290948,"[0.46811628341674805,0.27512887120246887,0.3631283938884735,0.37801191210746765,0.28614577651023865,0.4092709720134735,0.3190537095069885,0.5363067388534546,0.3812222480773926,0.33516764640808105,0.46181195974349976,0.34891247749328613]",1770.743865,1942.491379,"[21.799905944013936,16.129027851411003,18.597487087035248,17.720497545186586,18.25681208713645,21.25805769690137,47.66804476892985]",0.011548537,0.074526099,0.084430717,"[-181.58621215820312,118.76811218261719,-13.667852401733398,11.75969123840332,1.9487659931182861,-1.5899683237075806,2.674427032470703,-0.5264005064964294,-10.989160537719727,4.665295124053955,-7.758346080780029,-1.34894859790802,-5.387972354888916,1.5668185949325562,-5.299619197845459,1.5772396326065063,-1.9381736516952515,0.7412811517715454,-2.7870614528656006,5.166340351104736]",,0,,,2020,0.65,0.45,0.7,0.15,0.05,,,,,
10fe615f-7cff-4cdd-9f08-8866be3161ec,Clean (Taylor's Version),Taylor Swift,,,,,2025-06-29 09:13:16.401982+00,https://upload.wikimedia.org/wikipedia/en/1989_%28Taylor%27s_Version%29.png,130e3798-4ffb-4321-ad1a-6cf235326811,,,,false,,,,,,,,,,,,0,02e7ac34-8382-4f1c-82e6-0c902f2046a9,,,,,,,,,,,,
1137be34-5ce6-4519-a0af-4c45f85bcc31,Out of the Woods (Taylor's Version),Taylor Swift,,,,,2025-06-29 09:13:16.401982+00,https://upload.wikimedia.org/wikipedia/en/1989_%28Taylor%27s_Version%29.png,0bbef3b7-fb1b-4353-9343-16b0b9fd06a0,,,,false,,,,,,,,,,,,0,02e7ac34-8382-4f1c-82e6-0c902f2046a9,,,,,,,,,,,,
13ad695d-ea70-4d6d-a4ae-63817953bbc0,Shake It Off (Taylor's Version),Taylor Swift,,,,,2025-06-29 09:13:16.401982+00,https://upload.wikimedia.org/wikipedia/en/1989_%28Taylor%27s_Version%29.png,1f9f3cc2-99e8-418b-8bb7-256846d3f918,,,,false,,,,,,,,,,,,0,02e7ac34-8382-4f1c-82e6-0c902f2046a9,,,,,,,,,,,,
14b862b7-39d8-463e-aa61-0d920f126187,This Love (Taylor's Version),Taylor Swift,,,,,2025-06-29 09:13:16.401982+00,https://upload.wikimedia.org/wikipedia/en/1989_%28Taylor%27s_Version%29.png,2e945b01-5e3b-4cad-818b-ae2b6ace4d20,,,,false,,,,,,,,,,,,0,02e7ac34-8382-4f1c-82e6-0c902f2046a9,,,,,,,,,,,,
15f67d03-b461-4e78-b7d0-9ef65d986e25,Burn,Tom Walker,27cdf5a8-8981-4df6-b6b8-88e13ad806ba,,,https://yaysfbsmvtyqpbfhxstj.supabase.co/storage/v1/object/public/songs/Burn.mp3?,2025-03-19 17:31:49.96255+00,https://yaysfbsmvtyqpbfhxstj.supabase.co/storage/v1/object/public/images/Burn.jpg?,d76a4421-13da-4d6e-8216-e1a5be731f25,pop folk,,,false,,129.1992188,"[0.29026028513908386,0.3546183705329895,0.49365878105163574,0.37146028876304626,0.3390205204486847,0.3913288414478302,0.42291492223739624,0.4315754175186157,0.41587308049201965,0.5194078087806702,0.4082373082637787,0.314300000667572]",2306.967802,2549.885916,"[18.771776182599613,15.13379952703156,17.93588420989884,17.203462605587642,17.993370090928774,17.07874922572025,46.88143014938219]",0.031860847,0.093472348,0.333544314,"[-56.07081985473633,89.58291625976562,9.160419464111328,19.085128784179688,11.697778701782227,10.247443199157715,2.16835880279541,8.098137855529785,2.6586015224456787,4.388171672821045,3.859102487564087,6.164475917816162,-2.90138840675354,-1.069355845451355,2.0443477630615234,0.9014149308204651,-3.8985817432403564,4.059266090393066,-2.34548020362854,2.9768640995025635]",,0,746037e8-0c1a-4da2-bf19-1a01673adb78,,2019,0.65,0.5,0.6,0.3,0.01,,,,,
16784f27-4fa0-4468-8cde-7236b8c9e5b2,Aaj Ki Raat (From _Stree 2_),"Sachin-Jigar,Madhubanti Bagchi,Divya Kumar,Amitabh Bhattacharya",37be7979-1f2c-4001-9a57-b951b79778d6,10920,15,https://yaysfbsmvtyqpbfhxstj.supabase.co/storage/v1/object/public/songs/Aaj%20Ki%20Raat%20(From%20_Stree%202_).mp3,2025-01-16 08:34:10.468363+00,https://yaysfbsmvtyqpbfhxstj.supabase.co/storage/v1/object/public/images/Aaj%20Ki%20Raat%20(From%20_Stree%202_).jpg,021fd069-9e27-4227-a1b6-a514de021483,"filmi,gujarati pop,modern bollywood,indian folk",,,false,,117.4538352,"[0.323644757270813,0.2995489239692688,0.3940941095352173,0.3096756935119629,0.3957820534706116,0.3274763524532318,0.27955690026283264,0.3621145188808441,0.3225001394748688,0.44424572587013245,0.3039598762989044,0.2973802387714386]",2184.292562,2507.707428,"[19.543829385228875,16.40818898295232,19.563132357890705,18.604468760330185,18.603377995503248,18.278246998480675,46.38390662195078]",0.017446624,0.079161899,0.264868021,"[-55.56211853027344,94.23108673095703,4.943012237548828,20.293365478515625,5.618450164794922,5.26153564453125,0.6160715222358704,7.169841766357422,-5.011638164520264,5.431899070739746,-3.680459976196289,2.533785820007324,-4.012537002563477,2.2821288108825684,-1.0756585597991943,1.0639535188674927,2.129824638366699,1.8723057508468628,1.2984689474105835,1.4749284982681274]",,0,42a848b5-fae8-4038-849f-b38b72aa545c,,2023,0.75,0.7,0.8,0.15,0.01,,,,,
1684b7d9-f20d-4330-82de-aae915abddd0,Snowchild,The Weekend,d5ae8b55-828e-4f4d-beec-d4db56eb19fd,13500,7,https://yaysfbsmvtyqpbfhxstj.supabase.co/storage/v1/object/public/songs/Snowchild.mp3,2024-12-01 18:33:43.637226+00,,aebf3cc2-f009-4ce5-8e5c-7b094353151c,r&b,,,false,,73.828125,"[0.536555826663971,0.39962729811668396,0.4418686032295227,0.3321826756000519,0.49230679869651794,0.4205671548843384,0.3065583407878876,0.3588671088218689,0.2757422626018524,0.2827358841896057,0.234397292137146,0.30337002873420715]",2137.27064,2367.31589,"[20.434334583896614,16.787430639677375,19.54885849591738,19.007760065407286,19.317021853448363,18.762604286872097,46.04056543511901]",0.036990542,0.070271348,0.19076322,"[-124.45195007324219,99.18961334228516,25.690303802490234,19.785282135009766,9.407002449035645,7.834944248199463,-0.5724396705627441,4.765861511230469,-9.884064674377441,4.595126152038574,-2.0076842308044434,-1.5448986291885376,-1.949343204498291,3.015430450439453,-4.934009552001953,-3.0425589084625244,-7.400551795959473,-4.563455104827881,-7.117908000946045,1.2648036479949951]",,0,,,2020,0.65,0.45,0.7,0.15,0.05,,,,,
178d6e4e-ec28-4fc4-807b-12f5ac867754,Slut! (Taylor's Version),Taylor Swift,,,,,2025-06-29 09:13:16.401982+00,https://upload.wikimedia.org/wikipedia/en/1989_%28Taylor%27s_Version%29.png,742d7c98-5215-4844-8ed5-8ebc0f00c23f,,,,false,,,,,,,,,,,,0,02e7ac34-8382-4f1c-82e6-0c902f2046a9,,,,,,,,,,,,
189e4b94-f35d-4c23-a716-6a0dce4d8ab1,goosebumps,Travis Scott,27cdf5a8-8981-4df6-b6b8-88e13ad806ba,,,https://yaysfbsmvtyqpbfhxstj.supabase.co/storage/v1/object/public/songs/goosebumps.mp3?,2025-03-19 17:31:49.96255+00,https://yaysfbsmvtyqpbfhxstj.supabase.co/storage/v1/object/public/images/goosebumps.jpg?,9a670de0-8aa9-4682-ab79-8bf445adb3fa,hip-hop,,,false,,129.1992188,"[0.36806997656822205,0.316100150346756,0.31271639466285706,0.35919979214668274,0.43554258346557617,0.3217218518257141,0.38189148902893066,0.44678130745887756,0.4068881571292877,0.49504145979881287,0.41650280356407166,0.4836469292640686]",2362.458189,2538.100341,"[20.27234902201226,17.26322285870323,19.980257464380752,19.062668635789187,20.24187542576562,18.38701705932398,49.37629767534996]",0.019619271,0.088349292,0.309550971,"[-58.45012664794922,92.64704895019531,11.469103813171387,12.260272979736328,11.286109924316406,7.472167015075684,-9.151044845581055,4.301760673522949,-2.4565677642822266,3.6494505405426025,-4.329915523529053,4.564813137054443,0.009885219857096672,0.5474550724029541,-1.9700863361358643,4.4529032707214355,-6.053773403167725,3.187185287475586,1.043413519859314,4.186444282531738]",,0,746037e8-0c1a-4da2-bf19-1a01673adb78,,2016,0.8,0.45,0.75,0.05,0.01,,,,,
1a00c9dd-a18d-4dce-8217-e67c1d6cb66b,Fear of Heights,Drake,,,,,2025-06-29 09:13:16.401982+00,https://upload.wikimedia.org/wikipedia/en/For_All_the_Dogs.jpg,0d76fc66-1d3e-4b68-92b5-93fa69cf0822,,,,false,,,,,,,,,,,,0,,,,,,,,,,,,,
1ad29e27-c9cc-49e8-9eb6-fbfaf8ef96ac,Until I Bleed Out,The Weekend,d5ae8b55-828e-4f4d-beec-d4db56eb19fd,13500,6,https://yaysfbsmvtyqpbfhxstj.supabase.co/storage/v1/object/public/songs/Until%20I%20Bleed%20Out.mp3,2024-12-01 18:09:12.483583+00,,4e5a40fa-baa1-4fc7-b729-5fca8c1160b0,r&b,,,false,,123.046875,"[0.5038310885429382,0.29550230503082275,0.3931494951248169,0.3481925129890442,0.21924914419651031,0.3486725986003876,0.26876264810562134,0.5380150079727173,0.3102308511734009,0.2600116729736328,0.41844335198402405,0.3192785680294037]",1904.770183,2132.520995,"[23.303805251753293,17.05274708790091,20.443247413882542,19.874553202277827,19.845095023156002,19.166241950130463,48.210121102145564]",0.013844474,0.074076193,0.168513954,"[-123.6166000366211,102.585693359375,-1.9787546396255493,7.52162504196167,-4.967051029205322,-2.298855781555176,-6.056131362915039,-7.5166521072387695,-12.546926498413086,0.08053964376449585,-5.457967758178711,-3.4509217739105225,-6.498702526092529,0.14921322464942932,-5.896899223327637,1.0373899936676025,-5.549867630004883,-0.3062749207019806,-4.198617458343506,0.3636706471443176]",,0,,,2020,0.65,0.45,0.7,0.15,0.05,,,,,
1ae2b069-6c42-4f9b-8f81-68811fa176b1,Now That We Don't Talk (Taylor's Version),Taylor Swift,,,,,2025-06-29 09:13:16.401982+00,https://upload.wikimedia.org/wikipedia/en/1989_%28Taylor%27s_Version%29.png,8351b909-0b33-4e6f-ace6-8f965d83b731,,,,false,,,,,,,,,,,,0,02e7ac34-8382-4f1c-82e6-0c902f2046a9,,,,,,,,,,,,
1b5bfff6-597c-45f4-b20d-acffa93a4f13,1st Gen,Shuba,27cdf5a8-8981-4df6-b6b8-88e13ad806ba,,,https://yaysfbsmvtyqpbfhxstj.supabase.co/storage/v1/object/public/songs/1st_Gen.mp3?,2025-03-19 17:31:49.96255+00,https://yaysfbsmvtyqpbfhxstj.supabase.co/storage/v1/object/public/images/1st_Gen.jpg?,235a8e08-2b1b-4133-b410-95478169e2d3,pop,,,false,,,,,,,,,,,,0,746037e8-0c1a-4da2-bf19-1a01673adb78,,2022,0.7,0.65,0.75,0.2,0.01,,,,,
1ce57964-e3ee-4a4d-ac9e-7a3be4751ef8,Another Late Night (feat. Lil Yachty),Drake,,,,,2025-06-29 09:13:16.401982+00,https://upload.wikimedia.org/wikipedia/en/For_All_the_Dogs.jpg,d4db2058-49a6-407a-acea-b9659ed6d9d8,,,,false,,,,,,,,,,,,0,,,,,,,,,,,,,
1d5fb507-e8bc-4c15-9fda-22c85466dd96,2 Much,Justin Bieber,c2db778d-b597-4ccf-b21f-9d5a5a3544ba,8280,2,https://yaysfbsmvtyqpbfhxstj.supabase.co/storage/v1/object/public/songs/2%20Much.mp3,2024-12-19 11:21:18.984227+00,https://yaysfbsmvtyqpbfhxstj.supabase.co/storage/v1/object/sign/artists/justin%20bieber/justice.png?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1cmwiOiJhcnRpc3RzL2p1c3RpbiBiaWViZXIvanVzdGljZS5wbmciLCJpYXQiOjE3MzY3NDUxNDcsImV4cCI6NDg5MDM0NTE0N30.VdhHBCJVQexORqxW_cyjF_ik0t-G87uhVd05uoeHzuw&t=2025-01-13T05%3A12%3A26.868Z,251398c5-d0b7-4d83-a4db-5c083f9992f5,pop,true,"
[00:00.94] Injustice anywhere is a threat to justice everywhere
[00:07.66]
[00:15.84] Maybe I stare too much, maybe not long enough
[00:19.99] Funny how I forget to blink
[00:23.99] When you let down your hair, dancin' like no one's there
[00:27.85] I know I'm where I'm supposed to be
[00:31.64] Say, ""I love you"" under my breath
[00:33.71] More times than you can digest
[00:35.53] Music every time I hear your name, oh
[00:39.76] Your head's layin' right on my chest
[00:41.65] Sun's up, but I still ain't got no rest
[00:45.05] Don't wanna close my eyes, I'm scared I'll miss too much
[00:49.10] Don't wanna fall asleep, I'd rather fall in love
[00:53.26] When I can't feel you, I feel out of touch
[00:57.40] Two seconds without you's like two months
[01:01.09] Don't wanna close my eyes, I'm scared I'll miss too much
[01:04.96] Don't wanna fall asleep, I'd rather fall in love
[01:09.18] 'Cause eternity with you ain't long enough
[01:13.37] Two seconds without you's like two months
[01:16.82] And that's too much
[01:19.62] Love the way you love your mom
[01:21.67] Take on all your friends problems
[01:23.66] Still somehow stop the world for us, oh-oh
[01:27.74] I still relieve that second
[01:29.76] I made my biggest blessing
[01:31.61] Prayed for you, look what God has turned
[01:35.66] Say, ""I love you"" under my breath
[01:37.78] More times than you can digest
[01:39.76] Music every time I hear your name, oh
[01:43.65] Your head's layin' right on my chest
[01:45.63] Sun's up, but I still ain't got no rest
[01:49.04] Don't wanna close my eyes, I'm scared I'll miss too much
[01:53.00] Don't wanna fall asleep, I'd rather fall in love
[01:57.18] When I can't feel you, I feel out of touch
[02:01.44] Two seconds without you's like two months
[02:05.09] Don't wanna close my eyes, I'm scared I'll miss too much
[02:08.93] Don't wanna fall asleep, I'd rather fall in love
[02:13.18] 'Cause eternity with you ain't long enough
[02:17.41] Two seconds without you's like two months
[02:20.87] And that's too much
[02:22.15]",false,,123.046875,"[0.2702464759349823,0.5008739829063416,0.3956300914287567,0.35984793305397034,0.4666884243488312,0.32683467864990234,0.31888407468795776,0.2231026291847229,0.4163532853126526,0.633467972278595,0.3521500825881958,0.314550518989563]",1414.131932,2127.096094,"[23.37890622498099,18.19151733996057,22.196497335797226,21.442698544308342,21.635045603035575,18.113875186686034,47.597083286947324]",0.003585886,0.043499676,0.253814489,"[-135.39512634277344,144.74012756347656,51.934425354003906,14.936514854431152,12.739094734191895,17.087081909179688,0.3527860641479492,7.660070419311523,-3.5696704387664795,7.491709232330322,4.094632625579834,1.5201518535614014,-3.3436050415039062,6.805520534515381,4.9898529052734375,3.685720443725586,-3.020042896270752,4.276223182678223,-5.721860408782959,-0.2428981512784958]",,0,,,2021,0.6,0.7,0.75,0.25,0.01,,,,,
